RunID,CheckSum,StepType,StepLabel,ChannelNumber,SampleIndex,CurveTime,CurvePressure,Weight
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,820,-229,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,830,-224,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,840,-229,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,850,-224,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,860,-224,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,870,-224,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,880,-224,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,890,-224,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,900,-224,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,910,-224,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,920,-224,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,930,-224,0.04958
375a1ed352c249328a1829c17885849d,-442369775,-533331728,Aspirate,3,2,940,-224,0.04958
